,row,column,genetic,euclidean,embedding,LOWESS_x,LOWESS_y,pearson_coef
0,Jeddah-1,Riyadh_3_2013,35.0,0.25703934486227487,umap,0.0,0.8247525425317421,0.27780335884349877
1,Jeddah-1,Riyadh_4_2013,31.0,1.3240717962610429,umap,0.0,0.8247525425317421,0.27780335884349877
2,Jeddah-1,Riyadh_5_2013,20.0,0.43161569610224304,umap,0.0,0.8247525425317421,0.27780335884349877
3,Jeddah-1,Taif_1_2013,14.0,0.3721968522889308,umap,0.0,0.8247525425317421,0.27780335884349877
4,Jeddah-1,Taif_3_2013,11.0,2.9382564284867176,umap,0.0,0.8247525425317421,0.27780335884349877
5,Jeddah-1,Wadi-Ad-Dawasir_1_2013,25.0,0.12521851450105753,umap,0.0,0.8247525425317421,0.27780335884349877
6,Jeddah-1,D1164.1/14,87.0,2.4138945190638648,umap,0.0,0.8247525425317421,0.27780335884349877
7,Jeddah-1,UAE/D1164.10/2014,83.0,2.7213018586751208,umap,0.0,0.8247525425317421,0.27780335884349877
8,Jeddah-1,UAE/D1164.11/2014,83.0,2.224347409898694,umap,0.0,0.8247525425317421,0.27780335884349877
9,Jeddah-1,UAE/D1164.14/2014,81.0,2.5874799540756825,umap,0.0,0.8247525425317421,0.27780335884349877
10,Jeddah-1,UAE/D1164.9/2014,83.0,2.540163968936846,umap,0.0,0.8247525425317421,0.27780335884349877
11,Jeddah-1,AbuDhabi/Gayathi_UAE_2_2014,83.0,1.5205253565410661,umap,0.0,0.8247525425317421,0.27780335884349877
12,Jeddah-1,AbuDhabi_UAE_16_2014,80.0,2.0606391843553316,umap,0.0,0.8247525425317421,0.27780335884349877
13,Jeddah-1,AbuDhabi_UAE_18_2014,81.0,1.9347655306800504,umap,0.0,0.8247525425317421,0.27780335884349877
14,Jeddah-1,AbuDhabi_UAE_26_2014,80.0,1.9795513627530987,umap,0.0,0.8247525425317421,0.27780335884349877
15,Jeddah-1,AbuDhabi_UAE_30_2014,79.0,1.4401126497808094,umap,0.0,0.8247525425317421,0.27780335884349877
16,Jeddah-1,AbuDhabi_UAE_33_2014,79.0,1.9971356244031067,umap,0.0,0.8247525425317421,0.27780335884349877
17,Jeddah-1,AbuDhabi_UAE_8_2014,78.0,1.668117410609711,umap,0.0,0.8247525425317421,0.27780335884349877
18,Jeddah-1,AbuDhabi_UAE_9_2013,78.0,2.348494750877702,umap,0.0,0.8247525425317421,0.27780335884349877
19,Jeddah-1,Al-Hasa_11_2013,68.0,3.5085983207473657,umap,0.0,0.8247525425317421,0.27780335884349877
20,Jeddah-1,Al-Hasa_12_2013,72.0,3.6583637405716973,umap,0.0,0.8247525425317421,0.27780335884349877
21,Jeddah-1,Al-Hasa_14_2013,63.0,3.1980993059332916,umap,0.0,0.8247525425317421,0.27780335884349877
22,Jeddah-1,Al-Hasa_15_2013,71.0,3.2804245493205135,umap,0.0,0.8247525425317421,0.27780335884349877
23,Jeddah-1,Al-Hasa_16_2013,74.0,3.352541221519084,umap,0.0,0.8247525425317421,0.27780335884349877
24,Jeddah-1,Al-Hasa_17_2013,77.0,2.9566481721393405,umap,0.0,0.8247525425317421,0.27780335884349877
25,Jeddah-1,Al-Hasa_18_2013,73.0,3.0328057335132983,umap,0.0,0.8247525425317421,0.27780335884349877
26,Jeddah-1,Al-Hasa_19_2013,76.0,3.305113862890987,umap,0.0,0.8247525425317421,0.27780335884349877
27,Jeddah-1,Al-Hasa_1_2013,73.0,3.3408884718807066,umap,0.0,0.8247525425317421,0.27780335884349877
28,Jeddah-1,Al-Hasa_21_2013,74.0,3.0238749680792716,umap,0.0,0.8247525425317421,0.27780335884349877
29,Jeddah-1,Al-Hasa_25_2013,74.0,3.523393808886432,umap,0.0,0.8247525425317421,0.27780335884349877
30,Jeddah-1,Al-Hasa_26_2013,75.0,3.3000306390614322,umap,0.0,0.8247525425317421,0.27780335884349877
31,Jeddah-1,Al-Hasa_27_2013,72.0,3.5789044917989816,umap,0.0,0.8247525425317421,0.27780335884349877
32,Jeddah-1,Al-Hasa_2_2013,74.0,2.8420236010042506,umap,0.0,0.8247525425317421,0.27780335884349877
33,Jeddah-1,Al-Hasa_3_2013,72.0,3.5841820552611643,umap,0.0,0.8247525425317421,0.27780335884349877
34,Jeddah-1,Al-Hasa_4_2013,73.0,3.428968905693055,umap,0.0,0.8247525425317421,0.27780335884349877
35,Jeddah-1,Al-Hasa_7_2013,69.0,3.1779655225930488,umap,0.0,0.8247525425317421,0.27780335884349877
36,Jeddah-1,Al-Hasa_8_2013,71.0,3.171139257695285,umap,0.0,0.8247525425317421,0.27780335884349877
37,Jeddah-1,Buraidah_1_2013,62.0,2.4782358547246717,umap,0.0,0.8247525425317421,0.27780335884349877
38,Jeddah-1,Camel_Egypt_NRCE-HKU270,166.0,2.292285538976203,umap,0.0,0.8247525425317421,0.27780335884349877
39,Jeddah-1,Camel_Egypt_NRCE-HKU271,167.0,2.045703337891952,umap,0.0,0.8247525425317421,0.27780335884349877
40,Jeddah-1,D1157/15,72.0,0.8446690713970321,umap,0.0,0.8247525425317421,0.27780335884349877
41,Jeddah-1,D252/15,88.0,1.901230660441375,umap,0.0,0.8247525425317421,0.27780335884349877
42,Jeddah-1,D2597.2/14,90.0,1.3720946596143884,umap,0.0,0.8247525425317421,0.27780335884349877
