,row,column,genetic,euclidean,embedding,LOWESS_x,LOWESS_y,pearson_coef
0,Jeddah-1,Riyadh_3_2013,35.0,8.930859363260378,mds,0.0,0.3356905235294849,0.6417265807897726
1,Jeddah-1,Riyadh_4_2013,31.0,17.323496721643565,mds,0.0,0.3356905235294849,0.6417265807897726
2,Jeddah-1,Riyadh_5_2013,20.0,6.04149604364368,mds,0.0,0.3356905235294849,0.6417265807897726
3,Jeddah-1,Taif_1_2013,14.0,4.840419430279675,mds,0.0,0.3356905235294849,0.6417265807897726
4,Jeddah-1,Taif_3_2013,11.0,20.723577718614692,mds,0.0,0.3356905235294849,0.6417265807897726
5,Jeddah-1,Wadi-Ad-Dawasir_1_2013,25.0,1.1001164666892937,mds,0.0,0.3356905235294849,0.6417265807897726
6,Jeddah-1,D1164.1/14,87.0,7.274444302788517,mds,0.0,0.3356905235294849,0.6417265807897726
7,Jeddah-1,UAE/D1164.10/2014,83.0,6.300869444975616,mds,0.0,0.3356905235294849,0.6417265807897726
8,Jeddah-1,UAE/D1164.11/2014,83.0,7.455856952452614,mds,0.0,0.3356905235294849,0.6417265807897726
9,Jeddah-1,UAE/D1164.14/2014,81.0,7.516600139551781,mds,0.0,0.3356905235294849,0.6417265807897726
10,Jeddah-1,UAE/D1164.9/2014,83.0,6.011999480694914,mds,0.0,0.3356905235294849,0.6417265807897726
11,Jeddah-1,AbuDhabi/Gayathi_UAE_2_2014,83.0,18.04849565240245,mds,0.0,0.3356905235294849,0.6417265807897726
12,Jeddah-1,AbuDhabi_UAE_16_2014,80.0,18.436834258873407,mds,0.0,0.3356905235294849,0.6417265807897726
13,Jeddah-1,AbuDhabi_UAE_18_2014,81.0,19.175885631817838,mds,0.0,0.3356905235294849,0.6417265807897726
14,Jeddah-1,AbuDhabi_UAE_26_2014,80.0,18.68740955595341,mds,0.0,0.3356905235294849,0.6417265807897726
15,Jeddah-1,AbuDhabi_UAE_30_2014,79.0,18.491534949755092,mds,0.0,0.3356905235294849,0.6417265807897726
16,Jeddah-1,AbuDhabi_UAE_33_2014,79.0,18.46870528820681,mds,0.0,0.3356905235294849,0.6417265807897726
17,Jeddah-1,AbuDhabi_UAE_8_2014,78.0,18.34209833279381,mds,0.0,0.3356905235294849,0.6417265807897726
18,Jeddah-1,AbuDhabi_UAE_9_2013,78.0,19.0787319036815,mds,0.0,0.3356905235294849,0.6417265807897726
19,Jeddah-1,Al-Hasa_11_2013,68.0,22.274279627534295,mds,0.0,0.3356905235294849,0.6417265807897726
20,Jeddah-1,Al-Hasa_12_2013,72.0,20.56741414722641,mds,0.0,0.3356905235294849,0.6417265807897726
21,Jeddah-1,Al-Hasa_14_2013,63.0,22.746980556614776,mds,0.0,0.3356905235294849,0.6417265807897726
22,Jeddah-1,Al-Hasa_15_2013,71.0,20.598250667601306,mds,0.0,0.3356905235294849,0.6417265807897726
23,Jeddah-1,Al-Hasa_16_2013,74.0,20.96182025924907,mds,0.0,0.3356905235294849,0.6417265807897726
24,Jeddah-1,Al-Hasa_17_2013,77.0,19.609499285652788,mds,0.0,0.3356905235294849,0.6417265807897726
25,Jeddah-1,Al-Hasa_18_2013,73.0,20.6157641785941,mds,0.0,0.3356905235294849,0.6417265807897726
26,Jeddah-1,Al-Hasa_19_2013,76.0,19.55442731219816,mds,0.0,0.3356905235294849,0.6417265807897726
27,Jeddah-1,Al-Hasa_1_2013,73.0,20.604088037397894,mds,0.0,0.3356905235294849,0.6417265807897726
28,Jeddah-1,Al-Hasa_21_2013,74.0,20.520135201171303,mds,0.0,0.3356905235294849,0.6417265807897726
29,Jeddah-1,Al-Hasa_25_2013,74.0,20.029554491717178,mds,0.0,0.3356905235294849,0.6417265807897726
30,Jeddah-1,Al-Hasa_26_2013,75.0,19.73910042503128,mds,0.0,0.3356905235294849,0.6417265807897726
31,Jeddah-1,Al-Hasa_27_2013,72.0,18.760030734460855,mds,0.0,0.3356905235294849,0.6417265807897726
32,Jeddah-1,Al-Hasa_2_2013,74.0,20.664344323778966,mds,0.0,0.3356905235294849,0.6417265807897726
33,Jeddah-1,Al-Hasa_3_2013,72.0,20.88445809420886,mds,0.0,0.3356905235294849,0.6417265807897726
34,Jeddah-1,Al-Hasa_4_2013,73.0,21.102280357388235,mds,0.0,0.3356905235294849,0.6417265807897726
35,Jeddah-1,Al-Hasa_7_2013,69.0,20.40597006401688,mds,0.0,0.3356905235294849,0.6417265807897726
36,Jeddah-1,Al-Hasa_8_2013,71.0,28.596440136763945,mds,0.0,0.3356905235294849,0.6417265807897726
37,Jeddah-1,Buraidah_1_2013,62.0,25.409572627714514,mds,0.0,0.3356905235294849,0.6417265807897726
38,Jeddah-1,Camel_Egypt_NRCE-HKU270,166.0,105.32882792051059,mds,0.0,0.3356905235294849,0.6417265807897726
39,Jeddah-1,Camel_Egypt_NRCE-HKU271,167.0,104.81965523253386,mds,0.0,0.3356905235294849,0.6417265807897726
40,Jeddah-1,D1157/15,72.0,16.914532046614767,mds,0.0,0.3356905235294849,0.6417265807897726
41,Jeddah-1,D252/15,88.0,11.038544406337348,mds,0.0,0.3356905235294849,0.6417265807897726
42,Jeddah-1,D2597.2/14,90.0,10.295508438465706,mds,0.0,0.3356905235294849,0.6417265807897726
43,Jeddah-1,D374/15,87.0,12.728189086058837,mds,0.0,0.3356905235294849,0.6417265807897726
44,Jeddah-1,D383/15,92.0,10.917721295437588,mds,0.0,0.3356905235294849,0.6417265807897726
45,Jeddah-1,D389/15,91.0,12.345259209145077,mds,0.0,0.3356905235294849,0.6417265807897726
46,Jeddah-1,D998/15,182.0,75.12796712130682,mds,0.0,0.3356905235294849,0.6417265807897726
47,Jeddah-1,Egypt_NRCE-NC163/2014,173.0,127.64035170598844,mds,0.0,0.3356905235294849,0.6417265807897726
48,Jeddah-1,EMC/2012,105.0,47.2486542747154,mds,0.0,0.3356905235294849,0.6417265807897726
49,Jeddah-1,England/1/2012,35.0,13.25065092842135,mds,0.0,0.3356905235294849,0.6417265807897726
50,Jeddah-1,England/2/2013,66.0,18.53705073292325,mds,0.0,0.3356905235294849,0.6417265807897726
