strain	virus	accession	date	region	country	division	city	db	segment	authors	url	title	journal	paper_url
COL/FH05/2016	zika	MK049248	2016-07-27	south_america	colombia	colombia	colombia	genbank	genome	Black et al	https://www.ncbi.nlm.nih.gov/nuccore/MK049248	Genomic epidemiology supports multiple introductions and cryptic transmission of Zika virus in Colombia	Unpublished	?
COL/FH07/2016	zika	MK049252	2016-05-16	south_america	colombia	colombia	colombia	genbank	genome	Black et al	https://www.ncbi.nlm.nih.gov/nuccore/MK049252	Genomic epidemiology supports multiple introductions and cryptic transmission of Zika virus in Colombia	Unpublished	?
COL/FH09/2016	zika	MK049249	2016-11-02	south_america	colombia	colombia	colombia	genbank	genome	Black et al	https://www.ncbi.nlm.nih.gov/nuccore/MK049249	Genomic epidemiology supports multiple introductions and cryptic transmission of Zika virus in Colombia	Unpublished	?
COL/FH16/2016	zika	MK049250	2016-06-22	south_america	colombia	colombia	colombia	genbank	genome	Black et al	https://www.ncbi.nlm.nih.gov/nuccore/MK049250	Genomic epidemiology supports multiple introductions and cryptic transmission of Zika virus in Colombia	Unpublished	?
COL/FH19/2016	zika	MK049251	2016-08-30	south_america	colombia	colombia	colombia	genbank	genome	Black et al	https://www.ncbi.nlm.nih.gov/nuccore/MK049251	Genomic epidemiology supports multiple introductions and cryptic transmission of Zika virus in Colombia	Unpublished	?
COL/FLR/2015	zika	KX087102	2015-12-XX	south_america	colombia	colombia	colombia	genbank	genome	Shabman et al	https://www.ncbi.nlm.nih.gov/nuccore/KX087102	Direct Submission	Submitted (18-APR-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
COL/FLR_00001/2015	zika	MF574552	2015-12-XX	south_america	colombia	colombia	colombia	genbank	genome	Pickett et al	https://www.ncbi.nlm.nih.gov/nuccore/MF574552	Direct Submission	Submitted (28-JUL-2017) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
COL/FLR_00002/2015	zika	MF574559	2015-12-XX	south_america	colombia	colombia	colombia	genbank	genome	Pickett et al	https://www.ncbi.nlm.nih.gov/nuccore/MF574559	Direct Submission	Submitted (28-JUL-2017) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
COL/FLR_00003/2015	zika	MF574560	2015-12-XX	south_america	colombia	colombia	colombia	genbank	genome	Pickett et al	https://www.ncbi.nlm.nih.gov/nuccore/MF574560	Direct Submission	Submitted (28-JUL-2017) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
COL/FLR_00004/2015	zika	MF574561	2015-12-XX	south_america	colombia	colombia	colombia	genbank	genome	Pickett et al	https://www.ncbi.nlm.nih.gov/nuccore/MF574561	Direct Submission	Submitted (28-JUL-2017) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
COL/FLR_00005/2015	zika	MF574571	2015-12-XX	south_america	colombia	colombia	colombia	genbank	genome	Pickett et al	https://www.ncbi.nlm.nih.gov/nuccore/MF574571	Direct Submission	Submitted (28-JUL-2017) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
COL/FLR_00006/2015	zika	MF574555	2015-12-XX	south_america	colombia	colombia	colombia	genbank	genome	Pickett et al	https://www.ncbi.nlm.nih.gov/nuccore/MF574555	Direct Submission	Submitted (28-JUL-2017) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
COL/FLR_00007/2015	zika	MF574557	2015-12-XX	south_america	colombia	colombia	colombia	genbank	genome	Pickett et al	https://www.ncbi.nlm.nih.gov/nuccore/MF574557	Direct Submission	Submitted (28-JUL-2017) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
COL/FLR_00008/2015	zika	MF574562	2015-12-XX	south_america	colombia	colombia	colombia	genbank	genome	Pickett et al	https://www.ncbi.nlm.nih.gov/nuccore/MF574562	Direct Submission	Submitted (28-JUL-2017) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
COL/FLR_00009/2015	zika	MF574572	2015-12-XX	south_america	colombia	colombia	colombia	genbank	genome	Pickett et al	https://www.ncbi.nlm.nih.gov/nuccore/MF574572	Direct Submission	Submitted (28-JUL-2017) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
COL/FLR_00010/2015	zika	MF574570	2015-12-XX	south_america	colombia	colombia	colombia	genbank	genome	Pickett et al	https://www.ncbi.nlm.nih.gov/nuccore/MF574570	Direct Submission	Submitted (28-JUL-2017) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
COL/FLR_00011/2015	zika	MF574565	2015-12-XX	south_america	colombia	colombia	colombia	genbank	genome	Pickett et al	https://www.ncbi.nlm.nih.gov/nuccore/MF574565	Direct Submission	Submitted (28-JUL-2017) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
COL/FLR_00012/2015	zika	MF574568	2015-12-XX	south_america	colombia	colombia	colombia	genbank	genome	Pickett et al	https://www.ncbi.nlm.nih.gov/nuccore/MF574568	Direct Submission	Submitted (28-JUL-2017) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
COL/FLR_00013/2015	zika	MF574558	2015-12-XX	south_america	colombia	colombia	colombia	genbank	genome	Pickett et al	https://www.ncbi.nlm.nih.gov/nuccore/MF574558	Direct Submission	Submitted (28-JUL-2017) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
COL/FLR_00014/2015	zika	MF574576	2015-12-XX	south_america	colombia	colombia	colombia	genbank	genome	Pickett et al	https://www.ncbi.nlm.nih.gov/nuccore/MF574576	Direct Submission	Submitted (28-JUL-2017) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
COL/FLR_00015/2015	zika	MF574567	2015-12-XX	south_america	colombia	colombia	colombia	genbank	genome	Pickett et al	https://www.ncbi.nlm.nih.gov/nuccore/MF574567	Direct Submission	Submitted (28-JUL-2017) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
COL/FLR_00016/2015	zika	MF574575	2015-12-XX	south_america	colombia	colombia	colombia	genbank	genome	Pickett et al	https://www.ncbi.nlm.nih.gov/nuccore/MF574575	Direct Submission	Submitted (28-JUL-2017) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
COL/FLR_00017/2015	zika	MF574553	2015-12-XX	south_america	colombia	colombia	colombia	genbank	genome	Pickett et al	https://www.ncbi.nlm.nih.gov/nuccore/MF574553	Direct Submission	Submitted (28-JUL-2017) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
COL/FLR_00018/2015	zika	MF574573	2015-12-XX	south_america	colombia	colombia	colombia	genbank	genome	Pickett et al	https://www.ncbi.nlm.nih.gov/nuccore/MF574573	Direct Submission	Submitted (28-JUL-2017) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
COL/FLR_00019/2015	zika	MF574574	2015-12-XX	south_america	colombia	colombia	colombia	genbank	genome	Pickett et al	https://www.ncbi.nlm.nih.gov/nuccore/MF574574	Direct Submission	Submitted (28-JUL-2017) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
COL/FLR_00020/2015	zika	MF574577	2015-12-XX	south_america	colombia	colombia	colombia	genbank	genome	Pickett et al	https://www.ncbi.nlm.nih.gov/nuccore/MF574577	Direct Submission	Submitted (28-JUL-2017) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
COL/FLR_00021/2015	zika	MF574556	2015-12-XX	south_america	colombia	colombia	colombia	genbank	genome	Pickett et al	https://www.ncbi.nlm.nih.gov/nuccore/MF574556	Direct Submission	Submitted (28-JUL-2017) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
COL/FLR_00022/2015	zika	MF574554	2015-12-XX	south_america	colombia	colombia	colombia	genbank	genome	Pickett et al	https://www.ncbi.nlm.nih.gov/nuccore/MF574554	Direct Submission	Submitted (28-JUL-2017) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
COL/FLR_00023/2015	zika	MF574566	2015-12-XX	south_america	colombia	colombia	colombia	genbank	genome	Pickett et al	https://www.ncbi.nlm.nih.gov/nuccore/MF574566	Direct Submission	Submitted (28-JUL-2017) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
COL/FLR_00024/2015	zika	MF574569	2015-12-XX	south_america	colombia	colombia	colombia	genbank	genome	Pickett et al	https://www.ncbi.nlm.nih.gov/nuccore/MF574569	Direct Submission	Submitted (28-JUL-2017) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
COL/FLR_00025/2015	zika	MF574563	2015-12-XX	south_america	colombia	colombia	colombia	genbank	genome	Pickett et al	https://www.ncbi.nlm.nih.gov/nuccore/MF574563	Direct Submission	Submitted (28-JUL-2017) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
COL/FLR_00026/2015	zika	MF574564	2015-12-XX	south_america	colombia	colombia	colombia	genbank	genome	Pickett et al	https://www.ncbi.nlm.nih.gov/nuccore/MF574564	Direct Submission	Submitted (28-JUL-2017) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
COL/FLR_00034/2015	zika	MF574581	2016-12-XX	south_america	colombia	colombia	colombia	genbank	genome	Pickett et al	https://www.ncbi.nlm.nih.gov/nuccore/MF574581	Direct Submission	Submitted (30-JUL-2017) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
COL/FLR_00035/2015	zika	MF574588	2016-12-XX	south_america	colombia	colombia	colombia	genbank	genome	Pickett et al	https://www.ncbi.nlm.nih.gov/nuccore/MF574588	Direct Submission	Submitted (30-JUL-2017) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
COL/FLR_00036/2015	zika	MF574582	2016-12-XX	south_america	colombia	colombia	colombia	genbank	genome	Pickett et al	https://www.ncbi.nlm.nih.gov/nuccore/MF574582	Direct Submission	Submitted (30-JUL-2017) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
COL/FLR_00038/2015	zika	MF574586	2016-12-XX	south_america	colombia	colombia	colombia	genbank	genome	Pickett et al	https://www.ncbi.nlm.nih.gov/nuccore/MF574586	Direct Submission	Submitted (30-JUL-2017) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
COL/FLR_00040/2015	zika	MF574584	2016-12-XX	south_america	colombia	colombia	colombia	genbank	genome	Pickett et al	https://www.ncbi.nlm.nih.gov/nuccore/MF574584	Direct Submission	Submitted (30-JUL-2017) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
COL/FLR_00041/2015	zika	MF574583	2016-12-XX	south_america	colombia	colombia	colombia	genbank	genome	Pickett et al	https://www.ncbi.nlm.nih.gov/nuccore/MF574583	Direct Submission	Submitted (30-JUL-2017) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
COL/FLR_00042/2015	zika	MF574580	2016-12-XX	south_america	colombia	colombia	colombia	genbank	genome	Pickett et al	https://www.ncbi.nlm.nih.gov/nuccore/MF574580	Direct Submission	Submitted (30-JUL-2017) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
COL/PAN_00029/2015	zika	MF574585	2016-12-XX	south_america	colombia	colombia	colombia	genbank	genome	Pickett et al	https://www.ncbi.nlm.nih.gov/nuccore/MF574585	Direct Submission	Submitted (30-JUL-2017) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
COL/PAN_00030/2015	zika	MF574587	2016-12-XX	south_america	colombia	colombia	colombia	genbank	genome	Pickett et al	https://www.ncbi.nlm.nih.gov/nuccore/MF574587	Direct Submission	Submitted (30-JUL-2017) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
COL/PRV_00027/2015	zika	MF574579	2016-12-XX	south_america	colombia	colombia	colombia	genbank	genome	Pickett et al	https://www.ncbi.nlm.nih.gov/nuccore/MF574579	Direct Submission	Submitted (30-JUL-2017) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
COL/PRV_00028/2015	zika	MF574578	2016-12-XX	south_america	colombia	colombia	colombia	genbank	genome	Pickett et al	https://www.ncbi.nlm.nih.gov/nuccore/MF574578	Direct Submission	Submitted (30-JUL-2017) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?
COL/UF_1/2016	zika	KX247646	2016-02-09	south_america	colombia	colombia	colombia	genbank	genome	Lednicky et al	https://www.ncbi.nlm.nih.gov/nuccore/KX247646	Complete genomic sequence of Zika virus isolated from a traveler to Colombia in 2016	Unpublished	?
COL345Si	zika	MH179341	2015-12-10	south_america	colombia	colombia	colombia	genbank	genome	Sermeno-Correa et al	https://www.ncbi.nlm.nih.gov/nuccore/MH179341	Characterization of Zika virus isolate from mosquitoes in Sucre, Colombia	Unpublished	?
CTS_178_16p	zika	MH675625	2016-08-XX	north_america	puerto_rico	puerto_rico	puerto_rico	genbank	genome	Assis et al	https://www.ncbi.nlm.nih.gov/nuccore/MH675625	The genetic diversity and evolution of Zika virus strains isolated from blood donor samples	Unpublished	?
CTS_183_16p	zika	MH675626	2016-08-XX	north_america	puerto_rico	puerto_rico	puerto_rico	genbank	genome	Assis et al	https://www.ncbi.nlm.nih.gov/nuccore/MH675626	The genetic diversity and evolution of Zika virus strains isolated from blood donor samples	Unpublished	?
CTS_193_16p	zika	MH675627	2016-08-XX	north_america	puerto_rico	puerto_rico	puerto_rico	genbank	genome	Assis et al	https://www.ncbi.nlm.nih.gov/nuccore/MH675627	The genetic diversity and evolution of Zika virus strains isolated from blood donor samples	Unpublished	?
CTS_223_16p	zika	MH675628	2016-08-XX	north_america	puerto_rico	puerto_rico	puerto_rico	genbank	genome	Assis et al	https://www.ncbi.nlm.nih.gov/nuccore/MH675628	The genetic diversity and evolution of Zika virus strains isolated from blood donor samples	Unpublished	?
CTS_30_16p	zika	MH675619	2016-05-XX	north_america	puerto_rico	puerto_rico	puerto_rico	genbank	genome	Assis et al	https://www.ncbi.nlm.nih.gov/nuccore/MH675619	The genetic diversity and evolution of Zika virus strains isolated from blood donor samples	Unpublished	?
CTS_36_16p	zika	MH675620	2016-05-XX	north_america	puerto_rico	puerto_rico	puerto_rico	genbank	genome	Assis et al	https://www.ncbi.nlm.nih.gov/nuccore/MH675620	The genetic diversity and evolution of Zika virus strains isolated from blood donor samples	Unpublished	?
CTS_47_16p	zika	MH675621	2016-05-XX	north_america	puerto_rico	puerto_rico	puerto_rico	genbank	genome	Assis et al	https://www.ncbi.nlm.nih.gov/nuccore/MH675621	The genetic diversity and evolution of Zika virus strains isolated from blood donor samples	Unpublished	?
CTS_50_16p	zika	MH675622	2016-06-XX	north_america	puerto_rico	puerto_rico	puerto_rico	genbank	genome	Assis et al	https://www.ncbi.nlm.nih.gov/nuccore/MH675622	The genetic diversity and evolution of Zika virus strains isolated from blood donor samples	Unpublished	?
CTS_56_16p	zika	MH675623	2016-06-XX	north_america	puerto_rico	puerto_rico	puerto_rico	genbank	genome	Assis et al	https://www.ncbi.nlm.nih.gov/nuccore/MH675623	The genetic diversity and evolution of Zika virus strains isolated from blood donor samples	Unpublished	?
CTS_61_16p	zika	MH675624	2016-06-XX	north_america	puerto_rico	puerto_rico	puerto_rico	genbank	genome	Assis et al	https://www.ncbi.nlm.nih.gov/nuccore/MH675624	The genetic diversity and evolution of Zika virus strains isolated from blood donor samples	Unpublished	?
CX17	zika	KX986761	2016-02-XX	south_america	brazil	brazil	brazil	genbank	genome	Wallau et al	https://www.ncbi.nlm.nih.gov/nuccore/KX986761	Zika virus replication in the mosquito Culex quinquefasciatus in Brazil	Unpublished	?
CX5	zika	KX986760	2016-02-XX	south_america	brazil	brazil	brazil	genbank	genome	Wallau et al	https://www.ncbi.nlm.nih.gov/nuccore/KX986760	Zika virus replication in the mosquito Culex quinquefasciatus in Brazil	Unpublished	?
Chiba/S36/2016	zika	LC191864	2016-04-21	oceania	fiji	fiji	fiji	genbank	genome	Taira et al	https://www.ncbi.nlm.nih.gov/nuccore/LC191864	The First Case of Zika Virus Isolated from a Japanese Patient Who Returned to Japan from Fiji in 2016	Jpn. J. Infect. Dis. 70 (5), 586-589 (2017)	https://www.ncbi.nlm.nih.gov/pubmed/28367888
Colombia/2016/ZC188Se	zika	KY317936	2016-01-16	south_america	colombia	colombia	colombia	genbank	genome	Quick et al	https://www.ncbi.nlm.nih.gov/nuccore/KY317936	Multiplex PCR method for MinION and Illumina sequencing of Zika and other virus genomes directly from clinical samples	Nat Protoc 12 (6), 1261-1276 (2017)	https://www.ncbi.nlm.nih.gov/pubmed/28538739
Colombia/2016/ZC192Se	zika	KY317937	2016-01-07	south_america	colombia	colombia	colombia	genbank	genome	Quick et al	https://www.ncbi.nlm.nih.gov/nuccore/KY317937	Multiplex PCR method for MinION and Illumina sequencing of Zika and other virus genomes directly from clinical samples	Nat Protoc 12 (6), 1261-1276 (2017)	https://www.ncbi.nlm.nih.gov/pubmed/28538739
Colombia/2016/ZC199Se	zika	KY317938	2016-01-10	south_america	colombia	colombia	colombia	genbank	genome	Quick et al	https://www.ncbi.nlm.nih.gov/nuccore/KY317938	Multiplex PCR method for MinION and Illumina sequencing of Zika and other virus genomes directly from clinical samples	Nat Protoc 12 (6), 1261-1276 (2017)	https://www.ncbi.nlm.nih.gov/pubmed/28538739
Colombia/2016/ZC204Se	zika	KY317939	2016-01-06	south_america	colombia	colombia	colombia	genbank	genome	Quick et al	https://www.ncbi.nlm.nih.gov/nuccore/KY317939	Multiplex PCR method for MinION and Illumina sequencing of Zika and other virus genomes directly from clinical samples	Nat Protoc 12 (6), 1261-1276 (2017)	https://www.ncbi.nlm.nih.gov/pubmed/28538739
Colombia/2016/ZC207Se	zika	KY317940	2016-01-09	south_america	colombia	colombia	colombia	genbank	genome	Quick et al	https://www.ncbi.nlm.nih.gov/nuccore/KY317940	Multiplex PCR method for MinION and Illumina sequencing of Zika and other virus genomes directly from clinical samples	Nat Protoc 12 (6), 1261-1276 (2017)	https://www.ncbi.nlm.nih.gov/pubmed/28538739
Cuba/2017/FL046Se	zika	MH063259	2017-07-26	north_america	cuba	cuba	cuba	genbank	genome	Grubaugh et al	https://www.ncbi.nlm.nih.gov/nuccore/MH063259	2017 Cuba travel-associated Zika infections diagnosed in Florida, USA	Unpublished	?
Cuba/2017/FL047U	zika	MH063260	2017-08-08	north_america	cuba	cuba	cuba	genbank	genome	Grubaugh et al	https://www.ncbi.nlm.nih.gov/nuccore/MH063260	Travel Surveillance and Genomics Uncover a Hidden Zika Outbreak during the Waning Epidemic	Cell 178 (5), 1057-1071 (2019)	https://www.ncbi.nlm.nih.gov/pubmed/31442400
Cuba/2017/FL049U	zika	MH063261	2017-09-24	north_america	cuba	cuba	cuba	genbank	genome	Grubaugh et al	https://www.ncbi.nlm.nih.gov/nuccore/MH063261	Travel Surveillance and Genomics Uncover a Hidden Zika Outbreak during the Waning Epidemic	Cell 178 (5), 1057-1071 (2019)	https://www.ncbi.nlm.nih.gov/pubmed/31442400
Cuba/2017/FL051Se	zika	MH063262	2017-07-17	north_america	cuba	cuba	cuba	genbank	genome	Grubaugh et al	https://www.ncbi.nlm.nih.gov/nuccore/MH063262	Travel Surveillance and Genomics Uncover a Hidden Zika Outbreak during the Waning Epidemic	Cell 178 (5), 1057-1071 (2019)	https://www.ncbi.nlm.nih.gov/pubmed/31442400
Cuba/2017/FL052U	zika	MH063263	2017-08-05	north_america	cuba	cuba	cuba	genbank	genome	Grubaugh et al	https://www.ncbi.nlm.nih.gov/nuccore/MH063263	Travel Surveillance and Genomics Uncover a Hidden Zika Outbreak during the Waning Epidemic	Cell 178 (5), 1057-1071 (2019)	https://www.ncbi.nlm.nih.gov/pubmed/31442400
Cuba/2017/FL055Se	zika	MH063264	2017-08-13	north_america	cuba	cuba	cuba	genbank	genome	Grubaugh et al	https://www.ncbi.nlm.nih.gov/nuccore/MH063264	Travel Surveillance and Genomics Uncover a Hidden Zika Outbreak during the Waning Epidemic	Cell 178 (5), 1057-1071 (2019)	https://www.ncbi.nlm.nih.gov/pubmed/31442400
Cuba/2017/FL057U	zika	MH063265	2017-07-17	north_america	cuba	cuba	cuba	genbank	genome	Grubaugh et al	https://www.ncbi.nlm.nih.gov/nuccore/MH063265	Travel Surveillance and Genomics Uncover a Hidden Zika Outbreak during the Waning Epidemic	Cell 178 (5), 1057-1071 (2019)	https://www.ncbi.nlm.nih.gov/pubmed/31442400
Cuba/2017/Hu0046Sa	zika	MF159531	2017-04-19	north_america	cuba	cuba	cuba	genbank	genome	Grubaugh et al	https://www.ncbi.nlm.nih.gov/nuccore/MF159531	Travel Surveillance and Genomics Uncover a Hidden Zika Outbreak during the Waning Epidemic	Cell 178 (5), 1057-1071 (2019)	https://www.ncbi.nlm.nih.gov/pubmed/31442400
Cuba/2017_10_09/FL82U	zika	MK560178	2017-10-09	north_america	cuba	cuba	cuba	genbank	genome	Grubaugh et al	https://www.ncbi.nlm.nih.gov/nuccore/MK560178	Travel Surveillance and Genomics Uncover a Hidden Zika Outbreak during the Waning Epidemic	Cell 178 (5), 1057-1071 (2019)	https://www.ncbi.nlm.nih.gov/pubmed/31442400
Cuba/2018_01_18/FL257U	zika	MK560179	2018-01-18	north_america	cuba	cuba	cuba	genbank	genome	Grubaugh et al	https://www.ncbi.nlm.nih.gov/nuccore/MK560179	Travel Surveillance and Genomics Uncover a Hidden Zika Outbreak during the Waning Epidemic	Cell 178 (5), 1057-1071 (2019)	https://www.ncbi.nlm.nih.gov/pubmed/31442400
Cuba_2017	zika	MF438286	2017-02-12	north_america	cuba	cuba	cuba	genbank	genome	Lasala-Sanchez et al	https://www.ncbi.nlm.nih.gov/nuccore/MF438286	Zika virus polyprotein sequence isolated from a fetus-brain of Cuba pregnant traveler diagnosed in Spain (Madrid)	Unpublished	?
DMSc05684_16	zika	MH119185	2016-12-01	southeast_asia	thailand	thailand	thailand	genbank	genome	Chanama et al	https://www.ncbi.nlm.nih.gov/nuccore/MH119185	Complete genome sequence of Zika virus strain isolated from the serum of patient in Thailand in 2016	Unpublished	?
DOM/2016/BB_0059	zika	KY785425	2016-04-04	north_america	dominican_republic	dominican_republic	dominican_republic	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785425	Zika virus evolution and spread in the Americas	Nature 546 (7658), 411-415 (2017)	https://www.ncbi.nlm.nih.gov/pubmed/28538734
DOM/2016/BB_0071	zika	KY785449	2016-04-05	north_america	dominican_republic	dominican_republic	dominican_republic	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785449	Zika virus evolution and spread in the Americas	Nature 546 (7658), 411-415 (2017)	https://www.ncbi.nlm.nih.gov/pubmed/28538734
DOM/2016/BB_0076	zika	KY014305	2016-04-05	north_america	dominican_republic	dominican_republic	dominican_republic	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY014305	Zika virus evolution and spread in the Americas	Nature 546 (7658), 411-415 (2017)	https://www.ncbi.nlm.nih.gov/pubmed/28538734
DOM/2016/BB_0085	zika	KY785483	2016-04-07	north_america	dominican_republic	dominican_republic	dominican_republic	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785483	Zika virus evolution and spread in the Americas	Nature 546 (7658), 411-415 (2017)	https://www.ncbi.nlm.nih.gov/pubmed/28538734
DOM/2016/BB_0091	zika	KY785475	2016-04-07	north_america	dominican_republic	dominican_republic	dominican_republic	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785475	Zika virus evolution and spread in the Americas	Nature 546 (7658), 411-415 (2017)	https://www.ncbi.nlm.nih.gov/pubmed/28538734
DOM/2016/BB_0115	zika	KY014321	2016-04-11	north_america	dominican_republic	dominican_republic	dominican_republic	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY014321	Zika virus evolution and spread in the Americas	Nature 546 (7658), 411-415 (2017)	https://www.ncbi.nlm.nih.gov/pubmed/28538734
DOM/2016/BB_0127	zika	KY014303	2016-04-11	north_america	dominican_republic	dominican_republic	dominican_republic	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY014303	Zika virus evolution and spread in the Americas	Nature 546 (7658), 411-415 (2017)	https://www.ncbi.nlm.nih.gov/pubmed/28538734
DOM/2016/BB_0180	zika	KY014304	2016-04-18	north_america	dominican_republic	dominican_republic	dominican_republic	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY014304	Zika virus evolution and spread in the Americas	Nature 546 (7658), 411-415 (2017)	https://www.ncbi.nlm.nih.gov/pubmed/28538734
DOM/2016/BB_0183	zika	KY785420	2016-04-18	north_america	dominican_republic	dominican_republic	dominican_republic	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785420	Zika virus evolution and spread in the Americas	Nature 546 (7658), 411-415 (2017)	https://www.ncbi.nlm.nih.gov/pubmed/28538734
DOM/2016/BB_0208	zika	KY014300	2016-04-20	north_america	dominican_republic	dominican_republic	dominican_republic	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY014300	Zika virus evolution and spread in the Americas	Nature 546 (7658), 411-415 (2017)	https://www.ncbi.nlm.nih.gov/pubmed/28538734
DOM/2016/BB_0216	zika	KY014302	2016-04-21	north_america	dominican_republic	dominican_republic	dominican_republic	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY014302	Zika virus evolution and spread in the Americas	Nature 546 (7658), 411-415 (2017)	https://www.ncbi.nlm.nih.gov/pubmed/28538734
DOM/2016/BB_0269	zika	KY014318	2016-04-27	north_america	dominican_republic	dominican_republic	dominican_republic	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY014318	Zika virus evolution and spread in the Americas	Nature 546 (7658), 411-415 (2017)	https://www.ncbi.nlm.nih.gov/pubmed/28538734
DOM/2016/BB_0428	zika	KY785428	2016-06-13	north_america	dominican_republic	dominican_republic	dominican_republic	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785428	Zika virus evolution and spread in the Americas	Nature 546 (7658), 411-415 (2017)	https://www.ncbi.nlm.nih.gov/pubmed/28538734
DOM/2016/BB_0433	zika	KY785441	2016-06-13	north_america	dominican_republic	dominican_republic	dominican_republic	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785441	Zika virus evolution and spread in the Americas	Nature 546 (7658), 411-415 (2017)	https://www.ncbi.nlm.nih.gov/pubmed/28538734
DOM/2016/BB_0436	zika	KY014314	2016-06-14	north_america	dominican_republic	dominican_republic	dominican_republic	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY014314	Zika virus evolution and spread in the Americas	Nature 546 (7658), 411-415 (2017)	https://www.ncbi.nlm.nih.gov/pubmed/28538734
DOM/2016/MA_WGS16_007	zika	KY785453	2016-05-10	north_america	dominican_republic	dominican_republic	dominican_republic	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785453	Zika virus evolution and spread in the Americas	Nature 546 (7658), 411-415 (2017)	https://www.ncbi.nlm.nih.gov/pubmed/28538734
