,row,column,genetic,euclidean,embedding,LOWESS_x,LOWESS_y
0,A/Sydney/19/2018,A/Italy/7413/2018,12.0,3.5644872680800708,pca,0.0,-0.5604773279844739
1,A/Sydney/19/2018,A/Homosapien/China/LS203/2018,15.0,3.562378951923136,pca,0.0,-0.5604773279844739
2,A/Sydney/19/2018,A/SouthKorea/7184/2018,17.0,3.5580037129448545,pca,1.0,-0.38088488097761886
3,A/Sydney/19/2018,A/Alaska/46/2018,55.0,6.434879451272051,pca,1.0,-0.38088488097761886
4,A/Sydney/19/2018,A/Brisbane/10/2018,55.0,7.619955517839248,pca,1.0,-0.38088488097761886
5,A/Sydney/19/2018,A/Newcastle/22/2018,55.0,6.420484546579494,pca,1.0,-0.38088488097761886
6,A/Sydney/19/2018,A/Brisbane/23/2018,55.0,6.4251733403897235,pca,2.0,-0.20093738601184835
7,A/Sydney/19/2018,A/Newcastle/7/2018,57.0,7.586175809990354,pca,2.0,-0.20093738601184835
8,A/Sydney/19/2018,A/Victoria/2036/2018,56.0,7.601166440058078,pca,2.0,-0.20093738601184835
9,A/Sydney/19/2018,A/Victoria/901/2018,60.0,7.614658559509641,pca,2.0,-0.20093738601184835
10,A/Sydney/19/2018,A/SouthAustralia/11/2018,55.0,6.2410370815962075,pca,2.0,-0.20093738601184835
11,A/Sydney/19/2018,A/Brisbane/55/2018,52.0,7.448157614715291,pca,2.0,-0.20093738601184835
12,A/Sydney/19/2018,A/Hawaii/65/2018,61.0,6.4923408872298065,pca,2.0,-0.20093738601184835
13,A/Sydney/19/2018,A/Sydney/1038/2018,61.0,7.633908944273489,pca,2.0,-0.20093738601184835
14,A/Sydney/19/2018,A/Wisconsin/497/2018,62.0,6.489219335935739,pca,2.0,-0.20093738601184835
15,A/Sydney/19/2018,A/Brisbane/57/2018,56.0,7.63993637580359,pca,2.0,-0.20093738601184835
16,A/Sydney/19/2018,A/Brisbane/36/2018,56.0,6.482337586222743,pca,2.0,-0.20093738601184835
17,A/Sydney/19/2018,A/Brisbane/40/2018,56.0,7.5946651187564225,pca,2.0,-0.20093738601184835
18,A/Sydney/19/2018,A/Michigan/77/2018,62.0,6.434633972690936,pca,2.0,-0.20093738601184835
19,A/Sydney/19/2018,A/Victoria/2020/2018,59.0,7.588197605551041,pca,2.0,-0.20093738601184835
20,A/Sydney/19/2018,A/Brisbane/17/2018,57.0,6.400699773479803,pca,2.0,-0.20093738601184835
21,A/Sydney/19/2018,A/Florida/55/2018,57.0,6.319010323464746,pca,2.0,-0.20093738601184835
22,A/Sydney/19/2018,A/Hawaii/43/2018,58.0,6.440080750669907,pca,2.0,-0.20093738601184835
23,A/Sydney/19/2018,A/Connecticut/32/2018,55.0,6.283185081590103,pca,2.0,-0.20093738601184835
24,A/Sydney/19/2018,A/SouthAustralia/13/2018,57.0,5.867942455842112,pca,2.0,-0.20093738601184835
25,A/Sydney/19/2018,A/Sydney/93/2018,59.0,6.994180020742446,pca,2.0,-0.20093738601184835
26,A/Sydney/19/2018,A/SouthAustralia/97/2018,62.0,5.856989609189296,pca,2.0,-0.20093738601184835
27,A/Sydney/19/2018,A/Brisbane/1000/2018,57.0,7.113212265887046,pca,2.0,-0.20093738601184835
28,A/Sydney/19/2018,A/Sydney/17/2018,55.0,7.140531047264011,pca,2.0,-0.20093738601184835
29,A/Sydney/19/2018,A/Indiana/28/2018,61.0,5.955124286771142,pca,2.0,-0.20093738601184835
30,A/Sydney/19/2018,A/Brisbane/32/2018,58.0,7.533669121553708,pca,3.0,-0.020621838493475503
31,A/Sydney/19/2018,A/Canberra/9/2018,59.0,7.563426786636942,pca,3.0,-0.020621838493475503
32,A/Sydney/19/2018,A/NewJersey/35/2018,59.0,6.3661395601478,pca,3.0,-0.020621838493475503
33,A/Sydney/19/2018,A/Arizona/37/2018,57.0,6.184235114685857,pca,3.0,-0.020621838493475503
34,A/Sydney/19/2018,A/Hawaii/45/2018,63.0,6.440566739995464,pca,3.0,-0.020621838493475503
35,A/Sydney/19/2018,A/NewJersey/38/2018,58.0,6.364039757204758,pca,3.0,-0.020621838493475503
36,A/Sydney/19/2018,A/Brisbane/45/2018,54.0,4.973027039763945,pca,3.0,-0.020621838493475503
37,A/Sydney/19/2018,A/Nebraska/08/2018,55.0,5.450149713853261,pca,3.0,-0.020621838493475503
38,A/Sydney/19/2018,A/Ohio/22/2018,55.0,5.454183686620379,pca,3.0,-0.020621838493475503
39,A/Sydney/19/2018,A/SouthAustralia/10/2018,54.0,6.453897810023295,pca,3.0,-0.020621838493475503
40,A/Sydney/19/2018,A/Brisbane/73/2018,57.0,5.261131614999647,pca,3.0,-0.020621838493475503
41,A/Sydney/19/2018,A/Brisbane/85/2018,59.0,5.259840378125623,pca,3.0,-0.020621838493475503
42,A/Sydney/19/2018,A/Brisbane/89/2018,59.0,6.487470290746613,pca,3.0,-0.020621838493475503
43,A/Sydney/19/2018,A/Newcastle/14/2018,62.0,6.433887169628797,pca,3.0,-0.020621838493475503
44,A/Sydney/19/2018,A/Sydney/3/2018,59.0,6.353197408576356,pca,3.0,-0.020621838493475503
45,A/Sydney/19/2018,A/Florida/96/2018,68.0,6.1093259160817945,pca,3.0,-0.020621838493475503
46,A/Sydney/19/2018,A/England/7126/2018,52.0,7.4409130613779,pca,3.0,-0.020621838493475503
47,A/Sydney/19/2018,A/England/7335/2018,55.0,7.449325350547669,pca,3.0,-0.020621838493475503
48,A/Sydney/19/2018,A/Japan/FDX70336/2018,54.0,7.415317815706026,pca,3.0,-0.020621838493475503
49,A/Sydney/19/2018,A/Spain/7259/2018,53.0,7.404655497785742,pca,3.0,-0.020621838493475503
50,A/Sydney/19/2018,A/England/7400/2018,55.0,7.593151616298225,pca,3.0,-0.020621838493475503
51,A/Sydney/19/2018,A/Japan/NHRC_FDX70352/2018,57.0,7.639252038719729,pca,3.0,-0.020621838493475503
52,A/Sydney/19/2018,A/Germany/7133/2018,55.0,7.596752630684465,pca,3.0,-0.020621838493475503
53,A/Sydney/19/2018,A/Germany/7344/2018,57.0,7.60839014394195,pca,3.0,-0.020621838493475503
54,A/Sydney/19/2018,A/Germany/7360/2018,59.0,7.61227052992105,pca,3.0,-0.020621838493475503
55,A/Sydney/19/2018,A/California/FDX22060/2018,55.0,7.586487135775346,pca,3.0,-0.020621838493475503
56,A/Sydney/19/2018,A/Spain/7191/2018,55.0,7.604658228450883,pca,3.0,-0.020621838493475503
57,A/Sydney/19/2018,A/SouthKorea/8204/2019,63.0,7.67805119555476,pca,3.0,-0.020621838493475503
58,A/Sydney/19/2018,A/Guam/7699/2018,66.0,7.652780906012406,pca,4.0,0.16007303958186653
59,A/Sydney/19/2018,A/Guam/7833/2019,65.0,7.643620753432734,pca,4.0,0.16007303958186653
60,A/Sydney/19/2018,A/Guam/7222/2018,60.0,7.235673764685643,pca,4.0,0.16007303958186653
61,A/Sydney/19/2018,A/Guam/7362/2018,55.0,7.250555154267991,pca,4.0,0.16007303958186653
62,A/Sydney/19/2018,A/Germany/7402/2018,57.0,7.583805253019639,pca,4.0,0.16007303958186653
63,A/Sydney/19/2018,A/Italy/7152/2018,57.0,7.298825664251418,pca,4.0,0.16007303958186653
64,A/Sydney/19/2018,A/England/7127/2018,56.0,7.445952830078906,pca,4.0,0.16007303958186653
65,A/Sydney/19/2018,A/Germany/7218/2018,54.0,7.441358608647512,pca,4.0,0.16007303958186653
66,A/Sydney/19/2018,A/England/7014/2018,54.0,7.446069167642865,pca,4.0,0.16007303958186653
67,A/Sydney/19/2018,A/Italy/7027/2018,58.0,7.180775809104206,pca,4.0,0.16007303958186653
68,A/Sydney/19/2018,A/Spain/7044/2018,57.0,7.208154759292342,pca,4.0,0.16007303958186653
69,A/Sydney/19/2018,A/Germany/6943/2018,56.0,7.453527427882852,pca,4.0,0.16007303958186653
70,A/Sydney/19/2018,A/Italy/8443/2019,61.0,7.5268850065284205,pca,4.0,0.16007303958186653
71,A/Sydney/19/2018,A/Japan/7159/2018,54.0,6.349646035088031,pca,4.0,0.16007303958186653
72,A/Sydney/19/2018,A/England/7211/2018,49.0,6.44691138823093,pca,4.0,0.16007303958186653
73,A/Sydney/19/2018,A/Japan/FDX70344/2018,60.0,7.177486736704432,pca,4.0,0.16007303958186653
74,A/Sydney/19/2018,A/SouthKorea/8668/2019,62.0,7.579354585646029,pca,4.0,0.16007303958186653
75,A/Sydney/19/2018,A/Italy/9367/2019,64.0,7.6636216226016245,pca,4.0,0.16007303958186653
76,A/Sydney/19/2018,A/Pernambuco/9511/2018,56.0,5.434472234841318,pca,4.0,0.16007303958186653
77,A/Sydney/19/2018,A/Santiago/PUC-MVL_012/2018,53.0,6.168276161408033,pca,4.0,0.16007303958186653
78,A/Sydney/19/2018,A/Santiago/PUC-MVL_025/2018,58.0,5.510342441029915,pca,4.0,0.16007303958186653
79,A/Sydney/19/2018,A/Santiago/PUC-MVL_042/2018,54.0,5.495191622713275,pca,4.0,0.16007303958186653
80,A/Sydney/19/2018,A/Santiago/PUC-MVL_022/2018,60.0,4.730470372713652,pca,4.0,0.16007303958186653
81,A/Sydney/19/2018,A/Santiago/p003d0/2018,64.0,4.735369159555705,pca,4.0,0.16007303958186653
82,A/Sydney/19/2018,A/Santiago/p016d0/2018,60.0,4.731998959491341,pca,4.0,0.16007303958186653
83,A/Sydney/19/2018,A/Newcastle/4/2018,55.0,4.693955859929781,pca,4.0,0.16007303958186653
84,A/Sydney/19/2018,A/SouthAustralia/12/2018,56.0,6.2118652089895185,pca,4.0,0.16007303958186653
85,A/Sydney/19/2018,A/Sydney/8/2018,55.0,6.280940258759985,pca,4.0,0.16007303958186653
86,A/Sydney/19/2018,A/Sydney/20/2018,54.0,6.162573291257071,pca,4.0,0.16007303958186653
87,A/Sydney/19/2018,A/Newcastle/19/2018,58.0,6.052385130801144,pca,4.0,0.16007303958186653
88,A/Sydney/19/2018,A/Florida/101/2018,56.0,3.228574777110342,pca,4.0,0.16007303958186653
89,A/Sydney/19/2018,A/Victoria/2038/2018,56.0,4.7254050463494615,pca,4.0,0.16007303958186653
90,A/Sydney/19/2018,A/SouthAustralia/179/2018,59.0,6.189562040890789,pca,4.0,0.16007303958186653
91,A/Sydney/19/2018,A/Brisbane/64/2018,65.0,6.164281252567983,pca,4.0,0.16007303958186653
92,A/Sydney/19/2018,A/NewYork/40/2018,66.0,4.7412502973645125,pca,4.0,0.16007303958186653
93,A/Sydney/19/2018,A/NewHampshire/24/2018,63.0,4.707312897673267,pca,4.0,0.16007303958186653
94,A/Sydney/19/2018,A/Makhachkala/84/2019,69.0,4.703143471333075,pca,4.0,0.16007303958186653
95,A/Sydney/19/2018,A/Vladimir/87/2019,67.0,4.70580579944626,pca,4.0,0.16007303958186653
96,A/Sydney/19/2018,A/Minnesota/44/2019,69.0,4.893737311280205,pca,4.0,0.16007303958186653
97,A/Sydney/19/2018,A/SouthAustralia/153/2018,63.0,6.2198160720892774,pca,4.0,0.16007303958186653
98,A/Sydney/19/2018,A/Townsville/23/2018,66.0,6.237019814291583,pca,4.0,0.16007303958186653
99,A/Sydney/19/2018,A/SouthAustralia/174/2018,68.0,4.646604150978031,pca,4.0,0.16007303958186653
100,A/Sydney/19/2018,A/Brisbane/115/2018,60.0,6.276573680478874,pca,4.0,0.16007303958186653
101,A/Sydney/19/2018,A/Brisbane/67/2018,60.0,6.272240859438895,pca,4.0,0.16007303958186653
102,A/Sydney/19/2018,A/Brisbane/13/2018,60.0,2.7582947729016,pca,4.0,0.16007303958186653
103,A/Sydney/19/2018,A/Washington/194/2018,72.0,4.711243613652945,pca,4.0,0.16007303958186653
104,A/Sydney/19/2018,A/Brisbane/104/2018,58.0,5.954116225220048,pca,4.0,0.16007303958186653
105,A/Sydney/19/2018,A/SouthAustralia/161/2018,61.0,4.6858582288363175,pca,4.0,0.16007303958186653
106,A/Sydney/19/2018,A/Hawaii/64/2018,59.0,4.725211661279315,pca,4.0,0.16007303958186653
107,A/Sydney/19/2018,A/Hawaii/46/2018,56.0,4.614003725047969,pca,4.0,0.16007303958186653
108,A/Sydney/19/2018,A/SouthAustralia/186/2018,58.0,5.963473245928925,pca,4.0,0.16007303958186653
109,A/Sydney/19/2018,A/NewHampshire/25/2018,56.0,4.887289213042573,pca,4.0,0.16007303958186653
110,A/Sydney/19/2018,A/Sydney/100/2018,59.0,5.9616800688539024,pca,4.0,0.16007303958186653
111,A/Sydney/19/2018,A/Victoria/2041/2018,60.0,5.936570166245324,pca,4.0,0.16007303958186653
112,A/Sydney/19/2018,A/Hawaii/47/2018,59.0,4.6720058490131,pca,4.0,0.16007303958186653
113,A/Sydney/19/2018,A/Hawaii/50/2018,61.0,4.676961661747778,pca,4.0,0.16007303958186653
114,A/Sydney/19/2018,A/Michigan/395/2018,61.0,4.611278868737557,pca,4.0,0.16007303958186653
115,A/Sydney/19/2018,A/Hawaii/44/2018,58.0,4.684389816272079,pca,4.0,0.16007303958186653
116,A/Sydney/19/2018,A/Hawaii/51/2018,61.0,4.889058848753835,pca,4.0,0.16007303958186653
117,A/Sydney/19/2018,A/Moscow/119/2019,66.0,4.745396149288834,pca,4.0,0.16007303958186653
118,A/Sydney/19/2018,A/Grozny/88/2019,63.0,5.095177999868329,pca,4.0,0.16007303958186653
119,A/Sydney/19/2018,A/SouthKorea/7188/2018,57.0,6.0548758761621295,pca,4.0,0.16007303958186653
120,A/Sydney/19/2018,A/Busan/1343/2018,58.0,5.239917501272125,pca,4.0,0.16007303958186653
121,A/Sydney/19/2018,A/SouthKorea/6968/2018,58.0,5.336048116575879,pca,4.0,0.16007303958186653
